section,section_display,method,seed_r,seed_s,pairwise_partition_ari,top50_marker_jaccard,marker_rank_spearman
151507,151507,BANKSY,8,18,0.99351023000000005,1,0.99962461999999996
151507,151507,BANKSY,9,11,0.59404995000000005,0.81818181999999995,0.92063718999999999
151507,151507,BANKSY,9,14,0.59457395999999996,0.81818181999999995,0.92128615999999997
151507,151507,BANKSY,9,17,0.59452472999999995,0.81818181999999995,0.92128615999999997
151507,151507,BANKSY,9,18,0.59404995000000005,0.81818181999999995,0.92063718999999999
151507,151507,BANKSY,10,16,1,1,1
151507,151507,BANKSY,11,14,0.99199349000000003,1,0.99962461999999996
151507,151507,BANKSY,11,17,0.99047883999999997,1,0.99962461999999996
151507,151507,BANKSY,11,18,1,1,1
151507,151507,BANKSY,12,13,0.98345755999999995,0.96078430999999997,0.99293414999999996
151507,151507,BANKSY,12,19,0.51505705999999996,0.36986300999999999,0.67357069000000003
151507,151507,BANKSY,12,20,0.98345755999999995,0.96078430999999997,0.99293414999999996
151507,151507,BANKSY,13,19,0.50991902,0.36986300999999999,0.67232742999999995
151507,151507,BANKSY,13,20,1,1,1
151507,151507,BANKSY,14,17,0.99847264999999996,1,1
151507,151507,BANKSY,14,18,0.99199349000000003,1,0.99962461999999996
151507,151507,BANKSY,15,19,0.48119286999999999,0.66666667000000002,0.75872762999999999
151507,151507,BANKSY,17,18,0.99047883999999997,1,0.99962461999999996
151507,151507,BANKSY,19,20,0.50991902,0.36986300999999999,0.67232742999999995
151507,151507,SEDR,1,4,0.59027972409999985,0.6949152542,0.88564820600000005
151507,151507,SEDR,1,5,0.62153769579999985,0.51515151520000002,0.78009707510000004
151507,151507,SEDR,1,7,0.69230384310000004,0.78571428570000001,0.85007390469999988
151507,151507,SEDR,1,8,0.74228931149999988,0.72413793100000001,0.90761178710000001
151507,151507,SEDR,1,9,0.63292583010000003,0.66666666669999985,0.84471566629999995
151507,151507,SEDR,1,12,0.60016673549999988,0.61290322580000001,0.75912027189999987
151507,151507,SEDR,1,13,0.70460864430000003,0.6949152542,0.89084558560000005
151507,151507,SEDR,1,14,0.83475964790000001,0.78571428570000001,0.92625420869999997
151507,151507,SEDR,1,18,0.78481381910000003,0.72413793100000001,0.88710544209999986
151507,151507,SEDR,2,5,0.71246201460000003,0.66666666669999985,0.85087686969999987
151507,151507,SEDR,2,10,0.67036127059999995,0.61290322580000001,0.82799829069999986
151507,151507,SEDR,2,13,0.70903134140000001,0.61290322580000001,0.85473862209999985
151507,151507,SEDR,2,14,0.7611360559,0.63934426229999985,0.89097185810000001
151507,151507,SEDR,2,15,0.74778123119999995,0.6949152542,0.90381716180000005
151507,151507,SEDR,2,16,0.74654839979999987,0.78571428570000001,0.90690126920000003
151507,151507,SEDR,2,17,0.7398470412,0.61290322580000001,0.81666463919999988
151507,151507,SEDR,2,18,0.83816167200000002,0.75438596489999987,0.89267880320000004
151507,151507,SEDR,2,19,0.55909981239999995,0.6949152542,0.87547939679999986
151507,151507,SEDR,3,10,0.62284275879999995,0.5625,0.83629536230000001
151507,151507,SEDR,3,17,0.64112547740000003,0.61290322580000001,0.84956246150000003
151507,151507,SEDR,4,5,0.53355061449999985,0.47058823529999988,0.6863976745
151507,151507,SEDR,4,7,0.6552620253,0.81818181820000002,0.92218416910000001
151507,151507,SEDR,4,8,0.61448404889999986,0.72413793100000001,0.87902503720000003
151507,151507,SEDR,4,9,0.73642886159999987,0.75438596489999987,0.91332243040000005
151507,151507,SEDR,4,12,0.52507044589999985,0.42857142860000003,0.66546346109999988
151507,151507,SEDR,4,14,0.56273145130000002,0.63934426229999985,0.86993812380000002
151507,151507,SEDR,5,7,0.68536663549999988,0.6949152542,0.86493331480000002
151507,151507,SEDR,5,8,0.6908497603,0.63934426229999985,0.84208899800000003
151507,151507,SEDR,5,9,0.64206170159999987,0.66666666669999985,0.85405426959999986
151507,151507,SEDR,5,12,0.73033915169999986,0.63934426229999985,0.8290135663
151507,151507,SEDR,5,13,0.61875899869999995,0.63934426229999985,0.81027085850000002
151507,151507,SEDR,5,14,0.63722741390000004,0.66666666669999985,0.84818826540000003
151507,151507,SEDR,5,15,0.71589023569999988,0.78571428570000001,0.89721478060000004
151507,151507,SEDR,5,16,0.64237698769999985,0.66666666669999985,0.8181610211
151507,151507,SEDR,5,18,0.64475494300000002,0.61290322580000001,0.80948867840000005
151507,151507,SEDR,5,19,0.52400276310000005,0.49253731340000001,0.71806990599999987
151507,151507,SEDR,6,11,0.75533621949999985,0.66666666669999985,0.88573813800000001
151507,151507,SEDR,7,8,0.72933222419999988,0.6949152542,0.8538804633
